,trial_number,ERP [0.  0.2],ERP [0.2 0.4],ERP [0.4 0.6],ERP [0.6 0.8],ERP [0.8 1. ],ERP [1.  1.2],ERP [1.2 1.4],subject,round,stim_type,stage_of_learning,part_of_exp,real_stim
19,19,2.2309564548228503e-12,3.1410879168597066e-12,2.619114562741253e-12,2.874864589941181e-12,2.546020616080469e-12,3.162595295440694e-12,3.4025762371050674e-12,L901,learning4,NW,Early,Last,Type_A
20,20,2.3827843871190153e-12,3.1527956618866577e-12,3.162363810488029e-12,3.993001236991474e-12,2.520285001698925e-12,2.5329480320991897e-12,2.5581032390842016e-12,L901,learning4,NW,Early,Last,Type_A
21,21,1.6931144463712111e-12,2.94929084619558e-12,2.3790507027717393e-12,2.3833682275748092e-12,1.804441438641278e-12,1.5836644288584866e-12,2.05114887612625e-12,L901,learning4,NW,Early,Last,Type_A
22,22,2.540007673642119e-12,4.185598497715219e-12,5.93710136162186e-12,6.710403487104071e-12,6.54087069077638e-12,4.036128847060706e-12,1.852639024821824e-12,L901,learning4,NW,Early,Last,Type_A
23,23,2.2095625431922385e-12,4.855252445602975e-12,4.097627179015698e-12,4.646812853768296e-12,3.5822099125100133e-12,2.749251099091528e-12,2.424902499056534e-12,L901,learning4,NW,Early,Last,Type_A
24,24,3.2167317194440855e-12,5.5096072424430314e-12,6.52855413323761e-12,4.717412901898397e-12,5.125926926520358e-12,3.4320256195546132e-12,2.057534863715706e-12,L901,learning4,NW,Early,Last,Type_A
25,25,2.9801709491154086e-12,2.28423936741741e-12,1.9817758195032944e-12,1.6861177211827295e-12,2.7783103245898322e-12,2.307305149060008e-12,3.0782741801042754e-12,L901,learning4,NW,Early,Last,Type_A
26,26,2.384348894753881e-12,3.0487957461272547e-12,3.2288299796140975e-12,2.250818295142476e-12,2.0536529114079143e-12,2.5325356779155693e-12,1.9174002489529114e-12,L901,learning4,NW,Early,Last,Type_A
27,27,3.7563497293868616e-12,4.477888763347717e-12,2.6466773922911487e-12,3.721759010409517e-12,4.381184886235046e-12,3.2835094103996108e-12,3.2905974884577607e-12,L901,learning4,NW,Early,Last,Type_A
0,0,4.099774571540518e-12,4.568740524211026e-12,4.2084977721070025e-12,5.140883416697123e-12,5.752355212816997e-12,4.019278368790448e-12,5.147403106361217e-12,L901,learning4,AW,Early,Last,Type_B
1,1,4.909643126100054e-12,6.289075988997625e-12,5.509642207236763e-12,3.0138866004365804e-12,1.5828511516172131e-12,2.7569139267435938e-12,2.1191290534615165e-12,L901,learning4,AW,Early,Last,Type_B
2,2,1.5442213770702451e-12,3.872403587606906e-12,2.302239069641525e-12,1.913732625605154e-12,2.889053358751273e-12,1.94859090534379e-12,1.9055460199467833e-12,L901,learning4,AW,Early,Last,Type_B
3,3,4.414475137863692e-12,4.985047090962125e-12,5.809123868334244e-12,8.841534537459235e-12,1.0260431408983185e-11,1.0845985632765756e-11,8.27619280207965e-12,L901,learning4,AW,Early,Last,Type_B
4,4,2.3254463649641426e-12,4.2064840890222426e-12,3.896298343743347e-12,3.4520975928729513e-12,5.046156947606696e-12,6.3066537362180814e-12,3.871885115801505e-12,L901,learning4,AW,Early,Last,Type_B
5,5,2.253129967073529e-12,1.9975357416857713e-12,1.9586373117409833e-12,2.2339152568744512e-12,2.562049110412179e-12,2.945761199189789e-12,3.320469431038054e-12,L901,learning4,AW,Early,Last,Type_B
6,6,4.167982018484455e-12,5.0456369523231026e-12,2.0255597087029764e-12,3.0377924624577136e-12,4.0605796300968715e-12,3.4588770620268477e-12,3.029654905625671e-12,L901,learning4,AW,Early,Last,Type_B
7,7,2.180796977613758e-12,2.1339501091402136e-12,3.060497313120615e-12,1.6771349034678896e-12,2.3678060962793884e-12,2.421820379198023e-12,2.321782128544884e-12,L901,learning4,AW,Early,Last,Type_B
8,8,2.0618995841676178e-12,2.0181321171325237e-12,2.2046762163688454e-12,2.1711018852886035e-12,2.1050713177318245e-12,3.160065876608831e-12,2.0056891273787412e-12,L901,learning4,AW,Early,Last,Type_B
9,9,2.3951631485051278e-12,3.026458470049475e-12,3.683641121532151e-12,3.1325213094146163e-12,1.833655265776564e-12,2.2724331489077505e-12,3.037057795528403e-12,L901,learning4,AW,Early,Last,Type_B
10,10,2.0494517671588146e-12,1.2956206646772778e-12,1.8147114237983114e-12,2.523644231580853e-12,2.4190445825419036e-12,2.820299632842146e-12,4.0514355464970765e-12,L901,learning4,AW,Early,Last,Type_B
11,11,2.863552186730833e-12,1.899976604071744e-12,4.188747642667466e-12,3.716627724185971e-12,4.0507784149166135e-12,4.090771702352252e-12,2.062219776642572e-12,L901,learning4,AW,Early,Last,Type_B
12,12,3.3850334073846187e-12,2.8771347879888312e-12,3.676693174006384e-12,3.451163278196391e-12,2.2854549886601852e-12,1.9426911398910083e-12,1.4284751066751745e-12,L901,learning4,AW,Early,Last,Type_B
13,13,2.710571232833443e-12,3.3841137374814183e-12,4.480765806565749e-12,3.504993921906096e-12,5.974962773526377e-12,4.179853811100857e-12,4.603185955314022e-12,L901,learning4,AW,Early,Last,Type_B
14,14,3.424295373340523e-12,3.176371307876675e-12,4.085970013852513e-12,5.2780496280067986e-12,4.444716837518228e-12,2.2993235456126477e-12,4.658153960393289e-12,L901,learning4,AW,Early,Last,Type_B
15,15,2.8203114981400163e-12,3.824409219849859e-12,3.3659278379230245e-12,3.992728437480985e-12,3.896362975658292e-12,4.4520902564524155e-12,2.087908438821662e-12,L901,learning4,AW,Early,Last,Type_B
16,16,2.716733079953158e-12,3.839443571779705e-12,4.726598155848914e-12,3.0437367944934008e-12,1.3066725437154826e-12,2.518383605547332e-12,3.2214946759335203e-12,L901,learning4,AW,Early,Last,Type_B
17,17,1.7365363100515804e-12,2.2052330375705588e-12,1.912625403131092e-12,3.006137741815713e-12,3.245469944597575e-12,3.3380184632142627e-12,2.524691801548985e-12,L901,learning4,AW,Early,Last,Type_B
18,18,1.7769983176505231e-12,1.9872681374964433e-12,3.359730421657789e-12,2.4631687442794095e-12,2.311038211417268e-12,3.541353156398127e-12,5.878731898791233e-12,L901,learning4,AW,Early,Last,Type_B
19,19,2.1076471183340384e-12,2.6575181964295867e-12,3.271978037241704e-12,3.868354899720401e-12,3.801805939051878e-12,4.566752091323668e-12,2.2085618273502276e-12,L901,learning4,AW,Early,Last,Type_B
20,20,2.2475967330303416e-12,4.835031462936836e-12,5.839100265696697e-12,6.61069768963031e-12,3.033665443369754e-12,4.1113260313514035e-12,4.478743881967898e-12,L901,learning4,AW,Early,Last,Type_B
21,21,3.6209608015383972e-12,4.380464232203912e-12,3.220649537064659e-12,3.658532211421376e-12,3.009102293543803e-12,5.2096929305945854e-12,2.3075629665386068e-12,L901,learning4,AW,Early,Last,Type_B
22,22,1.6900977002025879e-12,1.9499077363213993e-12,2.0793149150444923e-12,2.1674203436301187e-12,3.279693326233729e-12,3.456847953725349e-12,2.0590808420954667e-12,L901,learning4,AW,Early,Last,Type_B
23,23,2.7989795951732174e-12,3.113887208773361e-12,3.2593939739884375e-12,4.7594496969273186e-12,5.119169639383445e-12,5.284793431004891e-12,3.684339870040152e-12,L901,learning4,AW,Early,Last,Type_B
24,24,2.4675251794133863e-12,1.860537386661037e-12,1.4720086746455242e-12,4.110353365340264e-12,3.656643576434857e-12,2.7983828979957645e-12,3.516798634188141e-12,L901,learning4,AW,Early,Last,Type_B
25,25,4.047019801155196e-12,1.0124454227050173e-11,9.825758272890458e-12,8.322881967688331e-12,7.456084452041187e-12,6.514603758915904e-12,1.0170404016515013e-11,L901,learning4,AW,Early,Last,Type_B
26,26,3.1323862110121218e-12,5.517179535368107e-12,4.496723100194209e-12,4.9798237424630334e-12,4.096749181086834e-12,2.5358983695431178e-12,3.154261618120464e-12,L901,learning4,AW,Early,Last,Type_B
27,27,2.3647279454110825e-12,5.015347740306824e-12,3.979945065289615e-12,5.13104747241645e-12,5.289906729331424e-12,5.312969081791292e-12,5.7511518146762565e-12,L901,learning4,AW,Early,Last,Type_B
0,0,2.097592216704548e-12,2.119302286112642e-12,1.813558011442373e-12,4.037062629876683e-12,4.3435598002999156e-12,1.92957401975762e-12,2.784529016053633e-12,L901,performance6,NW,Advanced,Last,Type_A
1,1,2.1802490232102057e-12,2.110532069876993e-12,1.5606389215055816e-12,1.4811603903671313e-12,2.6154049555519333e-12,3.6096044849412634e-12,2.5498143593883555e-12,L901,performance6,NW,Advanced,Last,Type_A
2,2,2.833783793592211e-15,4.720844776735088e-15,5.417286152905964e-15,6.0207074829103095e-15,6.554781184179767e-15,6.70167249025607e-15,6.218299746010748e-15,L901,performance6,NW,Advanced,Last,Type_A
3,3,2.1293773032752976e-12,3.334477555553126e-12,3.880094540488447e-12,2.7806865823050646e-12,2.4433566298229213e-12,2.8386986230015155e-12,4.625436521060269e-12,L901,performance6,NW,Advanced,Last,Type_A
4,4,2.2053212330025936e-12,1.9229312431342625e-12,1.847872912057715e-12,2.09914158007454e-12,2.0195078761886126e-12,1.7792517012282595e-12,2.6127788526458477e-12,L901,performance6,NW,Advanced,Last,Type_A
5,5,2.6936476725775715e-12,1.8396151748922418e-12,2.2840555169373305e-12,2.823455546224242e-12,1.5442275656673935e-12,1.4653562625071427e-12,2.15893924401545e-12,L901,performance6,NW,Advanced,Last,Type_A
6,6,2.6977931048184185e-12,1.6179421494342522e-12,2.389395270133372e-12,2.6339170738525325e-12,3.834777694577222e-12,3.3694270952215097e-12,1.758733095951454e-12,L901,performance6,NW,Advanced,Last,Type_A
7,7,2.1492703446609744e-12,1.956931867448312e-12,1.4489385497332801e-12,2.974601433031944e-12,2.0532240263229057e-12,1.9023461063435213e-12,2.201025178581618e-12,L901,performance6,NW,Advanced,Last,Type_A
8,8,1.6966130420299955e-15,3.3343496573780057e-15,4.312379096766896e-15,4.519319229948354e-15,4.551936212466523e-15,4.559706005780825e-15,4.560002681838592e-15,L901,performance6,NW,Advanced,Last,Type_A
9,9,2.596796746093118e-12,3.349444306239243e-12,1.9810587219990595e-12,2.2606579550818037e-12,3.3200336061803567e-12,4.434556997896513e-12,3.5494398317719933e-12,L901,performance6,NW,Advanced,Last,Type_A
10,10,2.3945615901529746e-12,3.375125907697759e-12,3.0802823577342426e-12,4.7499494497103855e-12,5.249453860081909e-12,3.5640249727816483e-12,2.993137670938555e-12,L901,performance6,NW,Advanced,Last,Type_A
11,11,2.327718878078406e-12,2.030694502027601e-12,2.1986634266659674e-12,2.3880639416907305e-12,2.7025646625633787e-12,2.6395524762976216e-12,2.3834003826560856e-12,L901,performance6,NW,Advanced,Last,Type_A
12,12,3.3763024422272906e-12,2.6880624596291913e-12,2.4905649332256923e-12,2.991883126959962e-12,2.7638716068915823e-12,1.7962923266341538e-12,1.6242641218654562e-12,L901,performance6,NW,Advanced,Last,Type_A
13,13,2.0016432426145868e-12,5.736448878565064e-12,6.562460006511541e-12,5.129630809812146e-12,3.4547849696456688e-12,3.639946929534105e-12,4.559191000033691e-12,L901,performance6,NW,Advanced,Last,Type_A
14,14,1.6423260606936337e-12,2.3689488580496512e-12,1.9031873169257917e-12,2.035173071656227e-12,1.7738973398067507e-12,1.9039484156203265e-12,2.0894350178580717e-12,L901,performance6,NW,Advanced,Last,Type_A
15,15,1.802327539014141e-15,2.595174599691034e-15,4.203396570362099e-15,5.478158240928704e-15,6.8653185373235886e-15,8.219839337012744e-15,9.876726178377208e-15,L901,performance6,NW,Advanced,Last,Type_A
16,16,3.0340366704260127e-12,3.198345718583867e-12,2.728918326463983e-12,5.00435189338174e-12,6.999749890462628e-12,5.9242707197398314e-12,3.743315164133472e-12,L901,performance6,NW,Advanced,Last,Type_A
17,17,1.4067312741991485e-12,2.0225757766265538e-12,2.891894880505165e-12,2.4973334212224036e-12,3.5137922515477856e-12,5.91855162135671e-12,7.06606877103471e-12,L901,performance6,NW,Advanced,Last,Type_A
18,18,3.868807274280681e-12,4.853843908215722e-12,3.4914226866482786e-12,4.629425239727947e-12,3.791344052239534e-12,1.8096254089117079e-12,3.05588737741725e-12,L901,performance6,NW,Advanced,Last,Type_A
19,19,3.45403149105569e-12,5.559878788336377e-12,4.496703429105766e-12,3.43129065645804e-12,1.7803689577251284e-12,1.4200930717147803e-12,2.1318291158177254e-12,L901,performance6,NW,Advanced,Last,Type_A
20,20,2.2594984067526773e-12,2.2510832477711202e-12,1.862444846488443e-12,1.3386852463602059e-12,1.6013369538671548e-12,1.2428756439224748e-12,1.2982325190887812e-12,L901,performance6,NW,Advanced,Last,Type_A
21,21,2.8337832832221688e-12,4.5763113630478835e-12,3.628647210345787e-12,4.435046030520952e-12,6.681078629808215e-12,7.587115367781298e-12,6.794573950217215e-12,L901,performance6,NW,Advanced,Last,Type_A
22,22,1.1008772033889809e-16,1.6856130340596598e-16,2.2628033249821647e-16,2.8269703118971937e-16,3.3714398718876224e-16,3.8892063417718213e-16,4.3734678300882676e-16,L901,performance6,NW,Advanced,Last,Type_A
23,23,1.91012522374173e-15,3.249183873614458e-15,4.315917512979083e-15,5.0046796310956686e-15,5.6333574215277926e-15,5.969633603233571e-15,6.524918122304707e-15,L901,performance6,NW,Advanced,Last,Type_A
24,24,1.5326118354284367e-12,1.2969609500475182e-12,1.8997574065715922e-12,1.7683285746080858e-12,2.4583366165496342e-12,4.223269252332113e-12,2.7433388085546425e-12,L901,performance6,NW,Advanced,Last,Type_A
25,25,2.580478479618384e-12,2.5340899191293636e-12,2.6272111650971075e-12,2.0096875441674815e-12,3.2933111717836266e-12,2.0148536087234384e-12,1.6936042920988358e-12,L901,performance6,NW,Advanced,Last,Type_A
26,26,3.6156838529672358e-12,4.191631412448772e-12,4.095211679138175e-12,2.360086034497657e-12,2.1712563361283787e-12,3.201741077770599e-12,3.614079994045624e-12,L901,performance6,NW,Advanced,Last,Type_A
27,27,2.0605210589131732e-12,2.744620626281831e-12,2.91200066418516e-12,2.654949915335848e-12,2.9109330765663684e-12,3.768650508653485e-12,2.42998253807084e-12,L901,performance6,NW,Advanced,Last,Type_A
0,0,1.2660698086099032e-15,2.557414303418465e-15,4.9947652660171326e-15,6.693900419477542e-15,6.769260044970105e-15,5.794921375670108e-15,5.067274972115266e-15,L901,performance6,AW,Advanced,Last,Type_B
1,1,1.5845290166903453e-12,2.2728723089422064e-12,2.433473128988012e-12,2.831739142978396e-12,2.709242342731221e-12,3.055251663691836e-12,2.978441812992346e-12,L901,performance6,AW,Advanced,Last,Type_B
2,2,1.4451853476145129e-12,1.6357460962428505e-12,1.919795967430347e-12,3.665945174112263e-12,3.834947451139545e-12,3.543005699945617e-12,2.7237324128866325e-12,L901,performance6,AW,Advanced,Last,Type_B
3,3,1.1887233823844083e-12,1.8805855964330886e-12,2.0497204505645986e-12,2.7055560891446263e-12,2.1619502986556064e-12,2.029465725376157e-12,2.52782975494512e-12,L901,performance6,AW,Advanced,Last,Type_B
4,4,2.364161046381718e-12,2.7254238803329018e-12,3.3958164937956708e-12,2.2196898641137083e-12,3.0890581612195708e-12,2.89091358222622e-12,4.845732125688594e-12,L901,performance6,AW,Advanced,Last,Type_B
5,5,2.234929096337543e-12,2.2223493352626527e-12,3.8981035460085496e-12,3.532482790272274e-12,3.4508037125322705e-12,2.577160302046695e-12,1.9626351549963925e-12,L901,performance6,AW,Advanced,Last,Type_B
6,6,2.9487293192682096e-12,3.698292816830385e-12,3.414600528725946e-12,3.960258148953269e-12,4.2507636718961975e-12,2.5023561621442203e-12,3.3854645982325568e-12,L901,performance6,AW,Advanced,Last,Type_B
7,7,3.1909898382078467e-15,5.0667465156159674e-15,6.8615745496797035e-15,8.237877398809079e-15,9.63882995797712e-15,1.638539777340958e-14,1.2904225940928104e-12,L901,performance6,AW,Advanced,Last,Type_B
8,8,4.311314695696092e-16,5.346425857872876e-16,6.851582248079417e-16,1.0329904462445906e-15,1.4158662065600345e-15,1.7061241914560556e-15,1.9738796153676085e-15,L901,performance6,AW,Advanced,Last,Type_B
9,9,1.1380237118852751e-14,1.7149932277124e-14,2.2967328148271967e-14,2.8333565552349778e-14,3.397317553990814e-14,3.9423435116654666e-14,4.437076464306629e-14,L901,performance6,AW,Advanced,Last,Type_B
10,10,2.373751137720954e-12,1.871781330265929e-12,1.9275682013867633e-12,2.7705817352067366e-12,2.727873111878426e-12,3.530376298291354e-12,2.302679677367923e-12,L901,performance6,AW,Advanced,Last,Type_B
11,11,1.8036299793010234e-12,2.270464623771288e-12,1.640898562786771e-12,2.254073235770286e-12,1.6683798691964161e-12,1.7091777923018391e-12,2.18595943350342e-12,L901,performance6,AW,Advanced,Last,Type_B
12,12,2.2429369276443934e-12,1.2709297989218024e-12,1.0937704077503315e-12,1.812470135396961e-12,2.2540841559689587e-12,2.5951336731016667e-12,2.9687342145781116e-12,L901,performance6,AW,Advanced,Last,Type_B
13,13,4.242977425259658e-12,2.8349128512060702e-12,2.451733592143639e-12,1.8293955455352617e-12,1.864779006585817e-12,2.1273928698089436e-12,1.171682574393723e-12,L901,performance6,AW,Advanced,Last,Type_B
14,14,1.7241210559355192e-12,1.3919700061236219e-12,1.6337466023416884e-12,1.950635852294466e-12,3.414157862559544e-12,2.7718274480028302e-12,2.3388136931805024e-12,L901,performance6,AW,Advanced,Last,Type_B
15,15,1.160873590328237e-16,1.7260282986376031e-16,2.261999405853505e-16,2.772175166219315e-16,3.260695913917642e-16,3.731673213866836e-16,4.190803713528722e-16,L901,performance6,AW,Advanced,Last,Type_B
16,16,3.630470319754935e-15,5.0522518671275276e-15,6.621177425220522e-15,8.03571909856431e-15,9.689300406547721e-15,1.1839133210055042e-14,1.3016906692240593e-14,L901,performance6,AW,Advanced,Last,Type_B
17,17,2.1066927900771807e-12,2.1734163537518975e-12,2.057969435095859e-12,2.350263978678392e-12,2.7421499586615426e-12,3.7259071038915356e-12,4.324102032916335e-12,L901,performance6,AW,Advanced,Last,Type_B
18,18,2.27576811187534e-12,2.0666975949987435e-12,1.8243243107130824e-12,1.4142808829990702e-12,1.4262758199474482e-12,2.6145790882946005e-12,3.011831997037593e-12,L901,performance6,AW,Advanced,Last,Type_B
19,19,2.306206320446857e-12,2.43047691333561e-12,2.6786239524322075e-12,5.764978612044695e-12,4.113307988099643e-12,3.027614555082368e-12,3.1009966023243467e-12,L901,performance6,AW,Advanced,Last,Type_B
20,20,2.545714410530908e-12,2.1870904854248607e-12,1.2349665755301155e-12,2.0711772609114244e-12,3.9272748863218756e-12,4.681352093913441e-12,6.045642470492129e-12,L901,performance6,AW,Advanced,Last,Type_B
21,21,3.480842650806766e-12,3.1061639217146333e-12,1.751681620426101e-12,1.742180304642338e-12,2.2338064099783097e-12,1.5264355313534773e-12,2.36511329952947e-12,L901,performance6,AW,Advanced,Last,Type_B
22,22,7.618576909837407e-15,1.1603708959015646e-14,1.551731918248858e-14,1.8438720910420605e-14,2.100326730202778e-14,2.3933879822134264e-14,2.6977481412783426e-14,L901,performance6,AW,Advanced,Last,Type_B
23,23,1.910312657012231e-12,2.8016632997044694e-12,2.0668110363639894e-12,2.0552435709221875e-12,1.7561164189367699e-12,1.8732610881267624e-12,1.905447417763118e-12,L901,performance6,AW,Advanced,Last,Type_B
24,24,2.420737932821148e-12,2.2725470618534614e-12,1.5900061181212458e-12,1.9234812226396192e-12,1.6669744950615977e-12,2.0260091820645745e-12,2.7428965125973197e-12,L901,performance6,AW,Advanced,Last,Type_B
25,25,1.9854281317013537e-12,2.197915412827167e-12,1.9514275775525854e-12,1.6261711011963673e-12,1.7011431268454478e-12,1.5713175829837956e-12,1.6721543114311087e-12,L901,performance6,AW,Advanced,Last,Type_B
